pid,post_ts,pre_ts
2875,201904,201703
2510,201905,201801
7117,201808,201805
29827,201903,201712
16470,201905,201803
6931,201904,201805
31496,201904,201807
583,201905,201809
1376,201904,201709
56,201905,201805
7381,201903,201711
2460,201904,201801
3780,201902,201804
6508,201905,201805
16404,201903,201607
1617,201905,201805
23605,201904,201804
28112,201904,201808
1585,201903,201806
191,201905,201711
31064,201901,201804
12683,201805,201803
7170,201905,201805
34772,201904,201711
838,201905,201805
3073,201905,201805
707,201905,201707
1678,201903,201604
23123,201901,201708
2545,201903,201804
13091,201905,201804
16908,201812,201707
18433,201905,201709
1943,201905,201805
5236,201904,201801
6869,201812,201611
1009,201905,201805
7330,201904,201901
2973,201904,201801
784,201905,201809
197,201902,201804
23217,201808,201703
16917,201811,201609
15713,201905,201903
1277,201904,201809
34557,201904,201805
1424,201807,201705
35043,201903,201703
2217,201904,201805
9820,201905,201702
24443,201904,201803
12647,201903,201805
23078,201904,201704
12854,201904,201801
1264,201905,201805
12777,201905,201712
9898,201808,201803
9463,201808,201805
231,201905,201609
523,201905,201703
12537,201904,201706
28559,201903,201801
11094,201905,201803
28354,201904,201806
27070,201903,201706
6748,201905,201805
6779,201903,201806
31727,201904,201708
1839,201905,201711
6923,201905,201801
33351,201810,201804
7114,201905,201806
32422,201905,201805
2061,201810,201710
12873,201809,201805
68,201901,201802
20821,201904,201704
6739,201810,201701
13253,201905,201803
1739,201905,201806
7727,201904,201709
325,201905,201712
12380,201904,201809
7651,201904,201710
912,201903,201805
6640,201901,201812
11957,201905,201805
6396,201905,201703
6648,201905,201707
6038,201904,201805
29763,201905,201709
5061,201901,201806
7151,201905,201805
26343,201905,201806
12878,201903,201711
126,201905,201805
5611,201903,201805
13205,201904,201711
22619,201904,201712
34862,201903,201706
533,201905,201804
7799,201902,201809
11017,201901,201612
6679,201903,201701
300,201905,201805
670,201905,201805
33246,201904,201803
34715,201904,201805
4641,201808,201706
7467,201905,201706
13067,201904,201805
7386,201904,201805
27285,201901,201806
2599,201905,201701
2136,201905,201805
7325,201904,201802
7397,201904,201610
232,201902,201804
17515,201903,201706
13364,201805,201805
938,201904,201901
4174,201904,201804
7415,201905,201805
6394,201905,201707
9584,201904,201711
3679,201905,201806
27707,201901,201707
6644,201809,201806
21339,201904,201805
9983,201905,201706
6823,201905,201805
13123,201904,201806
7011,201905,201805
27501,201808,201806
9226,201905,201712
12776,201905,201805
4114,201905,201810
3106,201905,201805
774,201904,201805
1239,201812,201711
23365,201903,201709
2386,201905,201805
871,201904,201804
1793,201903,201805
18231,201904,201806
1883,201904,201802
35096,201904,201706
2021,201905,201903
13466,201808,201602
14603,201901,201805
9264,201905,201601
17440,201904,201710
27675,201905,201806
12885,201903,201708
22076,201810,201804
1894,201905,201803
13560,201806,201806
20067,201904,201805
1659,201903,201709
1709,201904,201802
6049,201901,201712
683,201905,201802
13501,201904,201711
10498,201808,201607
6591,201904,201712
376,201905,201806
22745,201806,201806
12853,201905,201801
7417,201904,201806
27224,201903,201806
33746,201808,201803
9943,201905,201704
16699,201905,201803
7592,201905,201805
13007,201903,201710
13047,201901,201801
7680,201905,201806
1591,201905,201805
24545,201806,201806
1206,201905,201805
6492,201905,201707
2596,201901,201609
7215,201905,201710
7125,201905,201903
9850,201904,201706
5639,201904,201809
1079,201904,201805
32778,201905,201803
6459,201905,201601
4119,201810,201705
7077,201905,201903
2246,201904,201706
1129,201905,201804
13022,201811,201804
16711,201806,201806
34467,201812,201807
2423,201905,201805
2775,201905,201801
13487,201812,201805
498,201905,201805
3522,201807,201804
22689,201809,201709
1082,201812,201806
4269,201904,201805
18323,201808,201805
22310,201904,201612
30098,201905,201712
6639,201812,201711
11509,201905,201602
5231,201905,201604
13032,201903,201710
1558,201904,201707
34476,201808,201611
785,201902,201805
2587,201901,201606
1954,201904,201807
29757,201905,201803
22972,201905,201901
13169,201812,201607
162,201904,201708
26668,201905,201807
7404,201905,201902
6697,201904,201706
7454,201905,201804
67,201905,201805
13444,201905,201802
33836,201904,201807
1390,201904,201802
7763,201905,201804
404,201905,201801
451,201904,201803
5021,201904,201802
13468,201905,201806
34769,201903,201711
27751,201808,201805
654,201905,201809
5063,201905,201805
21859,201903,201603
6484,201905,201711
2574,201905,201806
31890,201904,201808
17108,201905,201707
13279,201904,201803
2051,201812,201802
910,201905,201806
7324,201903,201712
12861,201807,201805
7066,201905,201803
26652,201905,201902
6211,201905,201710
5872,201905,201809
16326,201905,201803
24405,201805,201608
202,201905,201611
648,201806,201806
994,201905,201901
100,201904,201805
7447,201905,201705
4008,201903,201804
7156,201904,201806
12883,201904,201805
33554,201901,201712
33754,201811,201712
6871,201904,201805
28637,201903,201711
6266,201808,201702
1706,201905,201804
7243,201905,201704
6894,201904,201806
996,201905,201806
10827,201811,201610
776,201904,201805
16776,201905,201601
2194,201807,201805
26401,201808,201708
3123,201904,201711
7176,201905,201806
11122,201903,201707
7101,201905,201805
487,201905,201806
429,201808,201711
8736,201905,201709
7562,201904,201709
125,201905,201804
1105,201810,201809
419,201905,201712
33707,201807,201706
612,201903,201806
13562,201902,201806
425,201901,201810
16857,201905,201903
4250,201905,201606
29197,201905,201803
34171,201810,201804
4352,201905,201706
7347,201905,201806
1096,201806,201806
1275,201905,201810
1109,201905,201805
16534,201904,201806
528,201905,201805
14495,201901,201707
15979,201905,201805
1781,201905,201805
2007,201905,201702
28981,201811,201706
12082,201904,201901
16296,201903,201706
2759,201903,201704
34709,201809,201806
902,201903,201707
11774,201905,201702
6868,201812,201706
10048,201905,201803
33383,201904,201705
7084,201812,201801
34780,201901,201805
21,201905,201805
6845,201905,201803
13601,201904,201707
3636,201904,201709
6686,201903,201804
1733,201807,201805
34648,201904,201803
17060,201905,201806
777,201905,201711
4198,201808,201607
18001,201805,201805
1807,201905,201806
18444,201810,201809
93,201905,201803
1049,201811,201801
3562,201806,201806
6876,201905,201805
14776,201905,201806
14615,201902,201801
9863,201904,201806
304,201903,201707
4893,201904,201703
16848,201901,201805
10609,201810,201706
13424,201905,201701
3611,201904,201806
13541,201905,201707
349,201904,201609
47,201905,201804
12612,201901,201704
13134,201905,201710
600,201905,201608
1061,201810,201704
21777,201905,201805
2186,201905,201803
5152,201806,201806
5283,201905,201603
24013,201905,201702
13154,201806,201806
6825,201905,201805
5339,201902,201806
6477,201809,201710
28543,201904,201601
10482,201904,201805
4388,201904,201806
2578,201904,201807
6930,201905,201806
5960,201904,201806
6973,201904,201805
12652,201904,201711
18986,201904,201611
7725,201904,201608
12908,201905,201801
20672,201905,201806
4077,201905,201805
32775,201810,201805
192,201808,201806
9752,201905,201804
13463,201905,201805
12640,201904,201712
12894,201901,201711
5528,201904,201711
15990,201904,201803
14336,201904,201809
2003,201905,201604
34640,201903,201805
14106,201902,201705
1117,201905,201805
9722,201904,201703
6815,201903,201806
6785,201905,201805
1726,201905,201805
3599,201905,201806
10452,201904,201707
27,201905,201805
3540,201905,201805
1994,201808,201805
29869,201903,201803
4729,201903,201806
16517,201901,201706
9883,201812,201703
3324,201904,201709
22930,201903,201806
29828,201903,201804
27249,201903,201801
10144,201905,201803
12851,201812,201606
7333,201904,201606
9924,201903,201610
9693,201903,201706
13103,201807,201805
1764,201904,201710
11456,201905,201710
22949,201903,201612
34562,201905,201710
7026,201905,201805
83,201905,201801
19102,201905,201712
34563,201903,201712
7458,201904,201802
12752,201903,201711
22477,201809,201612
6956,201904,201803
3648,201905,201802
5274,201904,201706
7033,201904,201709
2765,201808,201702
3107,201905,201806
2625,201904,201805
361,201905,201802
8971,201905,201805
2693,201903,201801
12668,201905,201711
7514,201903,201708
3460,201905,201805
248,201903,201601
11598,201905,201606
6843,201903,201802
10832,201904,201709
7576,201810,201801
4270,201904,201601
1247,201904,201709
6864,201905,201805
11109,201809,201612
6857,201905,201809
560,201901,201703
1551,201904,201806
6660,201904,201812
2042,201905,201805
10998,201904,201802
187,201905,201807
2258,201806,201611
9138,201903,201805
1245,201905,201805
13639,201904,201711
5879,201905,201806
7485,201904,201804
19577,201903,201805
9376,201905,201805
12747,201904,201705
2746,201905,201603
13553,201901,201712
1396,201905,201805
1944,201905,201806
7414,201903,201706
13049,201905,201805
4106,201905,201601
3839,201905,201805
6774,201905,201805
7376,201903,201702
7578,201905,201811
4277,201901,201805
17305,201904,201808
1699,201905,201806
6763,201903,201801
370,201904,201711
6788,201903,201804
7244,201904,201710
4150,201902,201601
6598,201807,201603
27280,201903,201805
2335,201905,201611
2936,201905,201806
2089,201903,201806
811,201810,201808
30059,201904,201802
28734,201904,201809
3719,201905,201802
25088,201903,201708
1073,201905,201805
341,201905,201803
2065,201805,201805
7498,201904,201811
20757,201812,201805
31091,201905,201707
4047,201905,201707
6787,201905,201707
3271,201905,201805
7406,201904,201806
22961,201903,201807
7786,201903,201712
597,201905,201711
6538,201905,201803
8222,201905,201804
218,201903,201806
12911,201810,201806
6327,201805,201710
28451,201905,201701
685,201905,201806
33357,201905,201706
2249,201905,201806
12653,201806,201610
7777,201809,201709
7178,201904,201805
13045,201904,201801
1657,201904,201604
949,201905,201805
17081,201905,201806
1798,201903,201804
30345,201904,201806
25754,201905,201706
21089,201905,201806
80,201905,201805
28441,201902,201803
26226,201811,201711
10614,201904,201711
7071,201905,201806
16813,201905,201806
34618,201905,201807
4488,201903,201705
13121,201808,201806
10463,201903,201805
24037,201904,201706
3612,201905,201901
13472,201903,201706
1026,201810,201806
12726,201904,201805
1388,201904,201709
6944,201905,201805
128,201905,201805
1213,201904,201805
1647,201904,201804
3546,201905,201703
13131,201905,201709
99,201905,201806
2909,201904,201602
6754,201903,201805
16179,201905,201805
14423,201904,201801
32682,201904,201712
1715,201905,201809
9415,201902,201706
2730,201905,201702
11361,201904,201701
3629,201904,201612
12718,201905,201805
12639,201905,201803
24941,201812,201710
7005,201903,201704
7405,201905,201804
31074,201905,201802
17880,201904,201808
1093,201905,201805
1648,201810,201711
1067,201905,201701
30847,201904,201709
6796,201904,201803
26687,201904,201810
113,201905,201805
13521,201810,201806
7746,201905,201709
33174,201904,201711
23547,201905,201806
25172,201901,201612
2367,201904,201808
60,201904,201601
25,201905,201805
6415,201905,201809
773,201905,201805
2910,201904,201802
13002,201812,201609
13250,201905,201804
3495,201905,201803
34475,201812,201802
1319,201905,201806
27305,201905,201807
18409,201810,201805
32848,201905,201803
739,201902,201707
9398,201808,201712
28691,201905,201811
14709,201905,201806
12913,201905,201806
129,201905,201710
12856,201903,201604
1668,201905,201902
5484,201905,201806
31532,201811,201802
16740,201901,201806
14877,201903,201811
1596,201808,201805
661,201903,201806
7827,201905,201806
9726,201901,201806
291,201811,201805
8421,201903,201712
14802,201807,201603
11701,201905,201602
1763,201903,201804
6928,201903,201805
15724,201905,201804
14363,201905,201707
34895,201904,201711
12912,201904,201712
4311,201903,201805
7216,201905,201804
27253,201904,201703
6365,201903,201805
382,201905,201806
32654,201905,201806
4162,201902,201803
3809,201905,201805
7672,201904,201708
24365,201905,201612
13149,201905,201801
234,201905,201805
6773,201903,201810
956,201905,201703
6781,201904,201705
13224,201905,201805
886,201903,201801
7075,201905,201805
13166,201903,201603
2008,201905,201811
29553,201903,201708
1841,201905,201709
13404,201905,201805
2175,201812,201711
9613,201902,201803
11995,201904,201805
7388,201904,201803
29815,201904,201805
1202,201905,201607
6526,201901,201802
6675,201905,201710
3119,201904,201804
29878,201904,201804
6491,201811,201710
15890,201905,201806
1691,201905,201805
3513,201905,201805
11114,201809,201805
21934,201901,201711
17855,201901,201703
29833,201810,201805
17016,201905,201805
34545,201903,201805
24721,201903,201805
7293,201904,201806
7341,201905,201803
10501,201905,201707
18104,201903,201711
5980,201905,201602
33844,201810,201705
24553,201808,201803
2318,201905,201805
7648,201807,201601
27293,201904,201806
810,201903,201806
4040,201904,201805
26743,201903,201803
18895,201903,201805
7780,201903,201701
17132,201901,201708
14848,201904,201806
34994,201805,201707
3456,201905,201804
29437,201903,201806
23176,201902,201704
570,201905,201808
2052,201905,201805
23816,201905,201805
7597,201905,201805
13023,201905,201806
9162,201903,201806
13551,201904,201801
1751,201904,201806
14754,201905,201805
736,201905,201712
7382,201905,201804
354,201905,201708
53,201905,201804
7399,201810,201801
16734,201904,201808
16457,201905,201904
7748,201903,201806
18471,201904,201805
9864,201905,201711
6488,201905,201802
20557,201810,201711
569,201905,201804
13510,201809,201803
27456,201905,201709
11783,201809,201611
8089,201905,201805
2342,201905,201804
4275,201904,201804
7507,201905,201802
848,201905,201704
379,201905,201802
34580,201903,201806
6625,201905,201612
2187,201904,201706
7775,201904,201810
1908,201905,201707
1185,201904,201805
26542,201904,201808
6780,201904,201711
7000,201809,201611
5947,201905,201708
7460,201904,201805
1871,201905,201707
33679,201905,201706
7620,201905,201902
9744,201904,201607
115,201905,201608
1482,201903,201805
16331,201904,201805
25915,201904,201806
7570,201905,201803
8146,201905,201805
801,201905,201806
34003,201805,201805
7608,201903,201802
269,201809,201801
3827,201905,201805
12532,201905,201804
16557,201903,201801
27579,201903,201706
1696,201905,201805
730,201905,201805
6601,201905,201803
10896,201903,201803
33623,201904,201805
25458,201904,201708
2264,201805,201805
467,201904,201806
23884,201807,201708
13442,201904,201806
3901,201809,201603
13498,201905,201704
224,201905,201805
13323,201807,201805
13396,201905,201805
16546,201905,201803
12642,201903,201712
6514,201905,201805
7501,201904,201711
7421,201905,201806
3113,201905,201703
989,201905,201803
1361,201809,201705
7432,201903,201801
6652,201903,201805
9755,201904,201807
9152,201904,201805
9048,201905,201603
3913,201904,201809
12802,201904,201806
2862,201905,201807
7015,201901,201606
28409,201905,201807
20521,201809,201806
1158,201905,201805
84,201905,201812
14753,201904,201805
8884,201904,201602
13244,201904,201806
272,201903,201708
30978,201905,201805
1080,201905,201603
10186,201905,201802
7411,201808,201711
1959,201904,201702
9740,201902,201805
13457,201905,201704
7500,201905,201901
14606,201905,201702
11520,201810,201806
28667,201905,201602
11126,201904,201804
13233,201905,201806
1260,201905,201805
17306,201901,201806
12719,201901,201603
29626,201905,201805
1012,201904,201612
14420,201905,201805
984,201905,201711
754,201905,201806
7055,201904,201805
6957,201902,201706
6473,201905,201804
2213,201905,201805
26016,201905,201705
11378,201905,201803
1339,201904,201611
1137,201904,201805
13013,201905,201802
32902,201902,201603
15125,201904,201808
12780,201806,201806
13381,201905,201809
1188,201905,201701
15802,201902,201802
2134,201905,201806
13168,201806,201602
7817,201904,201706
6726,201903,201806
7280,201809,201802
1567,201904,201706
11289,201905,201709
2063,201905,201805
17935,201904,201903
29657,201902,201610
91,201905,201612
1344,201905,201806
13588,201903,201709
19475,201905,201803
33106,201904,201605
44,201810,201711
1791,201903,201805
5033,201904,201611
40,201905,201705
34453,201903,201704
10370,201903,201808
12355,201905,201707
34283,201809,201805
548,201904,201804
511,201905,201901
16942,201905,201805
32770,201904,201901
6458,201904,201803
2023,201905,201806
17024,201812,201804
27859,201903,201805
5718,201905,201803
28756,201904,201806
243,201902,201710
132,201905,201803
9526,201905,201806
3232,201901,201712
13881,201905,201711
27698,201807,201805
5364,201904,201807
861,201904,201805
0,201903,201805
24223,201903,201702
7166,201905,201806
15850,201905,201807
34481,201810,201804
13181,201904,201805
6768,201903,201603
9643,201904,201709
4129,201905,201808
1697,201903,201803
3480,201905,201805
2257,201808,201806
18335,201903,201809
714,201905,201801
1448,201904,201804
24529,201808,201707
1131,201905,201705
6543,201905,201805
28475,201810,201805
2107,201903,201801
21298,201905,201805
26327,201901,201806
1586,201904,201806
7531,201903,201805
6673,201904,201803
6710,201905,201802
5653,201905,201703
27679,201904,201707
34419,201903,201807
1610,201903,201709
13234,201812,201608
7145,201905,201806
28631,201904,201709
7749,201903,201805
25184,201810,201612
26366,201904,201806
119,201905,201804
29674,201905,201709
18158,201904,201808
18791,201904,201612
10206,201810,201712
12687,201904,201805
14924,201905,201804
13132,201806,201607
5381,201901,201706
7456,201904,201806
7582,201905,201805
10158,201905,201806
19322,201903,201805
741,201904,201710
1682,201905,201803
12701,201903,201805
154,201905,201805
6605,201905,201605
9840,201808,201712
12575,201901,201710
12457,201904,201706
20997,201903,201805
4049,201905,201709
1036,201905,201805
8661,201903,201806
1170,201905,201805
28844,201905,201805
13359,201904,201706
1094,201905,201609
4390,201905,201804
1963,201904,201803
6729,201903,201806
9518,201904,201603
26174,201905,201904
22946,201904,201806
7169,201905,201805
150,201905,201803
33684,201807,201805
6124,201904,201803
969,201903,201706
12686,201806,201805
12,201905,201707
13301,201904,201607
28529,201810,201805
13120,201905,201805
6975,201904,201805
1741,201904,201604
12226,201904,201707
2112,201904,201803
552,201905,201712
11809,201905,201612
6457,201904,201805
34741,201903,201709
360,201905,201801
28712,201904,201712
34103,201905,201805
6558,201905,201710
16515,201905,201805
2094,201905,201805
4202,201905,201803
13515,201905,201803
342,201905,201811
15028,201807,201805
6912,201904,201805
2150,201905,201710
3434,201904,201808
6638,201905,201806
7064,201811,201805
3865,201905,201805
1993,201903,201801
86,201905,201706
7118,201809,201709
33780,201905,201805
7838,201905,201802
1439,201905,201804
1464,201905,201803
3450,201904,201803
9193,201905,201804
6627,201905,201809
3857,201905,201805
6765,201811,201804
6677,201905,201805
11177,201905,201806
1821,201904,201701
31345,201903,201604
18225,201904,201606
9936,201810,201806
10145,201905,201804
4487,201905,201805
10309,201904,201609
1624,201905,201804
32772,201903,201805
12808,201903,201712
6989,201905,201806
13095,201812,201803
12963,201904,201711
16814,201806,201802
25405,201806,201806
10228,201904,201801
3588,201904,201710
2070,201905,201803
7496,201904,201805
7334,201905,201805
842,201904,201707
6667,201904,201805
31768,201904,201802
17021,201905,201804
18738,201905,201706
11424,201905,201811
7051,201904,201805
1221,201905,201806
11469,201903,201902
13308,201903,201805
15846,201901,201801
4351,201902,201612
6621,201904,201903
19547,201901,201712
1511,201810,201709
6943,201904,201710
4183,201904,201801
6985,201903,201803
2589,201812,201711
9576,201904,201806
34371,201903,201802
6850,201905,201806
4422,201905,201701
7809,201904,201903
895,201905,201806
34097,201806,201611
6721,201905,201702
2893,201807,201806
21463,201905,201805
6725,201905,201806
13252,201903,201806
7535,201809,201805
6799,201903,201805
7673,201905,201804
6848,201903,201603
374,201904,201608
6778,201905,201703
366,201905,201803
367,201905,201710
7734,201905,201806
15954,201902,201809
7240,201905,201805
11208,201905,201805
19396,201904,201903
14552,201905,201608
32626,201904,201711
12919,201904,201805
4209,201905,201807
447,201901,201604
34286,201903,201706
3120,201905,201711
2057,201905,201802
17486,201904,201808
22915,201903,201809
22159,201903,201804
7835,201903,201608
6642,201905,201806
4154,201904,201806
1417,201904,201807
9939,201806,201806
1150,201808,201803
6984,201905,201701
7250,201905,201705
7209,201903,201703
31971,201904,201808
12764,201807,201711
13547,201807,201708
1890,201903,201612
28032,201904,201808
12824,201904,201805
1707,201905,201703
6466,201904,201611
2211,201903,201706
9694,201903,201806
3189,201905,201803
13297,201905,201806
345,201905,201805
389,201904,201805
32923,201902,201706
22162,201904,201805
613,201905,201804
16044,201904,201707
7505,201903,201707
1059,201808,201805
22778,201905,201805
7337,201905,201805
1918,201904,201608
7083,201903,201802
26424,201903,201709
12860,201905,201805
1285,201905,201805
33873,201904,201701
2054,201904,201709
13449,201905,201806
6516,201905,201804
16932,201905,201703
9914,201903,201705
286,201904,201605
22070,201808,201712
13158,201808,201604
1477,201905,201806
550,201808,201608
480,201904,201705
10453,201903,201706
6069,201806,201706
2047,201904,201702
2785,201903,201805
75,201810,201804
1847,201905,201806
7349,201905,201805
7194,201903,201706
34792,201810,201806
1666,201904,201708
688,201903,201706
124,201810,201805
23249,201905,201706
6988,201905,201801
756,201904,201702
6604,201905,201806
210,201905,201805
5009,201905,201702
675,201811,201701
7427,201811,201809
1253,201904,201805
2108,201903,201805
6631,201812,201711
11105,201904,201802
8291,201902,201801
16904,201904,201806
34260,201905,201804
6741,201810,201710
1127,201903,201710
7647,201905,201805
12937,201904,201804
15733,201905,201806
5955,201903,201806
16453,201903,201806
34469,201904,201709
28315,201902,201805
14373,201902,201708
23283,201904,201707
5739,201810,201705
12924,201810,201806
30249,201903,201802
1602,201805,201805
28,201901,201707
8380,201905,201806
2262,201904,201805
6608,201901,201801
2260,201905,201712
7037,201905,201710
364,201905,201706
7304,201812,201710
1462,201905,201609
887,201905,201804
11526,201905,201805
7671,201904,201805
28792,201905,201805
12910,201904,201804
12811,201904,201711
7772,201905,201806
13280,201903,201608
66,201905,201612
2059,201905,201804
12960,201809,201804
28721,201905,201711
4095,201901,201712
1467,201905,201805
6734,201904,201606
406,201904,201806
16621,201810,201806
13185,201904,201708
12995,201905,201805
13526,201904,201805
12643,201904,201703
35024,201905,201805
26987,201810,201710
41,201905,201904
7227,201903,201803
1826,201904,201807
763,201905,201606
23187,201809,201705
2876,201905,201805
6977,201905,201805
1765,201904,201708
22984,201904,201604
1980,201904,201805
13109,201905,201806
32610,201903,201806
23219,201903,201806
29838,201810,201610
28665,201807,201711
29138,201905,201805
7263,201905,201805
409,201809,201806
16562,201901,201712
13310,201807,201805
1872,201901,201806
13057,201807,201711
1451,201905,201803
2695,201905,201806
17424,201904,201701
16214,201905,201706
16874,201901,201705
6756,201905,201809
662,201905,201804
28405,201809,201803
7810,201903,201804
15870,201905,201805
30564,201810,201704
133,201809,201603
3621,201905,201712
1045,201901,201707
2304,201905,201902
18365,201904,201805
3530,201806,201707
18338,201905,201710
1353,201905,201711
13495,201905,201805
6368,201901,201601
7687,201808,201706
1254,201904,201903
27371,201904,201605
15277,201810,201601
34129,201808,201711
31075,201905,201805
18075,201809,201710
15073,201904,201612
10213,201905,201805
373,201905,201806
6711,201905,201804
15530,201904,201802
7631,201904,201805
16805,201806,201806
34957,201809,201806
1557,201904,201706
1211,201809,201806
13411,201904,201805
13504,201904,201705
15857,201904,201604
17471,201809,201706
1816,201904,201710
32934,201905,201802
20438,201905,201805
2816,201903,201806
22061,201905,201904
12872,201905,201806
23889,201807,201803
32222,201903,201805
27880,201904,201607
6846,201903,201805
8302,201905,201705
7239,201905,201804
13500,201905,201803
7594,201905,201806
10469,201905,201711
13153,201905,201805
10134,201811,201704
22808,201904,201702
610,201904,201804
7256,201905,201804
2923,201905,201801
9073,201905,201804
31738,201807,201805
10364,201809,201708
5473,201902,201601
16884,201905,201712
6939,201903,201805
7691,201905,201801
9612,201905,201708
35026,201904,201606
16461,201903,201706
1976,201806,201806
7018,201905,201804
1035,201904,201807
30948,201903,201712
17561,201905,201807
32798,201905,201808
17677,201811,201608
514,201905,201801
18496,201806,201806
6595,201810,201802
2096,201905,201711
1270,201905,201805
6406,201904,201711
12957,201903,201808
7424,201903,201712
6844,201905,201803
2193,201904,201605
21266,201903,201805
3349,201903,201710
7164,201904,201711
10540,201902,201709
34729,201901,201706
19084,201905,201603
907,201903,201805
824,201905,201805
23032,201903,201809
22698,201905,201706
102,201904,201707
14937,201811,201604
13009,201905,201802
24167,201905,201803
1238,201905,201707
892,201905,201804
10215,201905,201803
239,201903,201902
27988,201904,201806
12708,201905,201803
17047,201902,201808
1352,201905,201707
11310,201808,201805
9667,201904,201610
10920,201905,201804
34553,201903,201805
3210,201905,201803
7513,201905,201601
14000,201905,201711
5254,201805,201805
2275,201904,201808
2153,201905,201812
1713,201902,201606
13259,201905,201709
2982,201903,201805
33361,201904,201709
3824,201905,201804
18372,201905,201805
34135,201905,201806
13356,201809,201702
7526,201903,201802
7470,201904,201811
6372,201812,201804
6479,201904,201806
11140,201903,201801
7616,201904,201708
28597,201808,201806
582,201905,201805
699,201905,201806
4484,201905,201809
34813,201810,201805
3687,201905,201805
13203,201901,201612
116,201905,201806
831,201905,201805
11180,201903,201806
24278,201903,201805
12973,201905,201805
27425,201904,201706
818,201905,201904
217,201903,201806
27336,201902,201611
6776,201904,201805
33797,201905,201806
32681,201905,201806
896,201905,201901
16440,201902,201803
6512,201904,201805
1803,201903,201711
7783,201905,201803
6855,201904,201805
9666,201905,201805
6938,201904,201709
13171,201904,201707
513,201904,201802
34502,201903,201710
11540,201903,201709
32409,201902,201711
9190,201901,201708
17066,201904,201803
18,201905,201805
2227,201905,201710
2681,201904,201805
18773,201905,201806
982,201905,201804
4099,201905,201803
12713,201903,201711
2552,201905,201804
7656,201904,201710
33687,201901,201706
103,201905,201805
6318,201904,201806
16401,201903,201608
14658,201904,201806
9689,201809,201711
4318,201904,201806
34842,201904,201802
7159,201904,201710
12823,201903,201805
1875,201905,201805
21147,201905,201602
9096,201811,201804
10267,201905,201902
9403,201905,201801
26405,201903,201701
11029,201903,201610
2188,201905,201806
7093,201905,201809
13409,201905,201611
1501,201904,201803
7483,201807,201805
10301,201904,201607
1119,201905,201711
7242,201904,201801
13320,201904,201710
33579,201905,201806
13401,201903,201804
29736,201811,201707
7419,201901,201709
7745,201905,201811
12711,201905,201703
7339,201904,201806
7014,201904,201805
13360,201905,201903
2265,201808,201805
25362,201905,201704
7241,201905,201710
378,201905,201804
7721,201905,201806
6535,201904,201701
6893,201905,201805
22982,201905,201805
13426,201812,201710
7595,201905,201805
6485,201905,201806
13958,201812,201805
8821,201904,201708
30389,201903,201805
771,201905,201709
31765,201903,201806
19261,201904,201806
6896,201905,201801
10002,201810,201806
7614,201903,201806
34967,201904,201809
13395,201904,201806
6681,201905,201708
9597,201903,201805
3379,201905,201706
26523,201903,201806
26509,201807,201805
6919,201904,201807
16948,201904,201805
6998,201905,201902
34710,201903,201801
29278,201905,201806
6922,201905,201805
3464,201905,201811
7108,201902,201703
32349,201904,201710
4392,201905,201805
885,201904,201805
12945,201903,201803
1903,201807,201805
872,201905,201801
3720,201904,201612
3770,201904,201806
20000,201905,201806
3556,201905,201805
12635,201905,201711
34113,201905,201805
3263,201810,201806
6963,201905,201805
19088,201809,201802
5000,201901,201704
16575,201901,201806
4137,201904,201806
5193,201905,201708
9839,201904,201805
12665,201904,201805
13602,201905,201803
31645,201904,201805
7589,201903,201706
28688,201805,201805
28458,201904,201808
30584,201809,201803
12799,201903,201803
5226,201812,201805
13490,201904,201805
15011,201901,201605
724,201903,201809
951,201903,201806
30140,201904,201712
32806,201905,201703
2185,201905,201804
1919,201905,201609
12433,201808,201705
6389,201904,201805
3775,201904,201805
13538,201903,201802
16054,201905,201706
749,201905,201702
26963,201905,201711
6510,201905,201805
1205,201905,201805
32786,201905,201805
6337,201905,201705
11231,201808,201712
8730,201905,201811
15240,201905,201602
1324,201904,201710
20620,201904,201801
538,201904,201607
7463,201811,201801
7307,201807,201701
9690,201905,201806
16760,201812,201706
12511,201903,201802
13436,201904,201802
13228,201904,201712
1484,201905,201805
6854,201904,201706
7392,201905,201805
6683,201905,201803
3581,201904,201807
492,201905,201805
3741,201905,201601
2055,201904,201803
11605,201905,201806
7473,201905,201805
29854,201810,201711
